text
b'RT @BritIndianVoice: #DelhiRiotTruth : Muslim school terrace is used to target #Hindus with Bricks \xf0\x9f\xa7\xb1 and Petrol Bombs. Who did this  #AntiH\xe2\x80\xa6'
b'#CAA \xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xa7 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa4\xac\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xb6\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xa4 \xe0\xa4\x86\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xbc @_YogendraYadav \xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xbf \xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x8f\xe0\xa4\x95 \xe0\xa4\xa8\xe0\xa5\x8b\xe0\xa4\x9f\xe0\xa4\xbf\xe0\xa4\xab\xe0\xa4\xbc\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa5\x87\xe0\xa4\xb6\xe0\xa4\xa8 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\x9c\xe0\xa4\xbc\xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\xaf\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xab\xe0\xa4\xbc \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x80 #CAA_NRC\xe2\x80\xa6 https://t.co/g2frjONZjg'
"b'RT @sagarikaghose: Dear Modi govt, withdraw present #CAA and if you must have it, redraft it substantially. Take out these words :\xe2\x80\x9dHindu, S\xe2\x80\xa6'"
"b'RT @Real_Shiwam: 2014 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\x8f\xe0\xa4\x95 \xe0\xa4\xb5\xe0\xa5\x8b\xe0\xa4\x9f \xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x87\xe0\xa4\xa4\xe0\xa4\xa8\xe0\xa5\x80 \xe0\xa4\xa4\xe0\xa4\xbe\xe0\xa4\x95\xe0\xa4\xa4 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x96\xe0\xa4\xbe\xe0\xa4\x88 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xb7\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\x82\xe0\xa4\xac\xe0\xa4\xbf\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\xb2\xe0\xa5\x87 \n#\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xae_\xe0\xa4\xae\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xb0 , #\xe0\xa4\xa7\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbe_370 , #CAA #\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4_\xe0\xa4\x95\xe0\xa5\x80_\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\xb6\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xb0\xe0\xa5\x80\xe0\xa4\xaf_\xe0\xa4\x9b\xe0\xa4\xb5\xe0\xa4\xbf\xe2\x80\xa6'"
b'RT @thatsTamil: \xe0\xae\xae\xe0\xaf\x87.\xe0\xae\xb5\xe0\xae\x99\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xa4\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xb2\xe0\xaf\x8d \xe0\xae\x95\xe0\xaf\x81\xe0\xae\x9f\xe0\xae\xbf\xe0\xae\xaf\xe0\xaf\x87\xe0\xae\xb1\xe0\xae\xbf\xe0\xae\xaf \xe0\xae\x85\xe0\xae\xa4\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xa9\xe0\xaf\x88 \xe0\xae\xb5\xe0\xae\x99\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xa4\xe0\xaf\x87\xe0\xae\x9a\xe0\xae\xa4\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xb5\xe0\xae\xb0\xe0\xaf\x81\xe0\xae\xae\xe0\xaf\x8d \xe0\xae\x87\xe0\xae\xa8\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xaf \xe0\xae\x95\xe0\xaf\x81\xe0\xae\x9f\xe0\xae\xbf\xe0\xae\xae\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xb3\xe0\xaf\x87- \xe0\xae\xae\xe0\xae\xae\xe0\xae\xa4\xe0\xae\xbe \xe0\xae\xaa\xe0\xae\xbe\xe0\xae\xa9\xe0\xae\xb0\xe0\xaf\x8d\xe0\xae\x9c\xe0\xae\xbf \xe0\xae\x85\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xb0\xe0\xae\x9f\xe0\xae\xbf  https://t.co/2dqfqpyJRo #caa #westbe\xe2\x80\xa6'
"b""RT @Chhotu_Vasava: #UNHRC has filed a petition in our SC against #CAA\nIt's a big failure of Modi Govt's diplomacy UN is directly interferin\xe2\x80\xa6"""
"b""RT @VakashaS: The UN High Commissioner for Human Rights' intervention application in three Supreme Court re #CAA is quite remarkable. \n\nSet\xe2\x80\xa6"""
b'RT @thatsTamil: \xe0\xae\xae\xe0\xaf\x87.\xe0\xae\xb5\xe0\xae\x99\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xa4\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xb2\xe0\xaf\x8d \xe0\xae\x95\xe0\xaf\x81\xe0\xae\x9f\xe0\xae\xbf\xe0\xae\xaf\xe0\xaf\x87\xe0\xae\xb1\xe0\xae\xbf\xe0\xae\xaf \xe0\xae\x85\xe0\xae\xa4\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xa9\xe0\xaf\x88 \xe0\xae\xb5\xe0\xae\x99\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xa4\xe0\xaf\x87\xe0\xae\x9a\xe0\xae\xa4\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xb5\xe0\xae\xb0\xe0\xaf\x81\xe0\xae\xae\xe0\xaf\x8d \xe0\xae\x87\xe0\xae\xa8\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xaf \xe0\xae\x95\xe0\xaf\x81\xe0\xae\x9f\xe0\xae\xbf\xe0\xae\xae\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xb3\xe0\xaf\x87- \xe0\xae\xae\xe0\xae\xae\xe0\xae\xa4\xe0\xae\xbe \xe0\xae\xaa\xe0\xae\xbe\xe0\xae\xa9\xe0\xae\xb0\xe0\xaf\x8d\xe0\xae\x9c\xe0\xae\xbf \xe0\xae\x85\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xb0\xe0\xae\x9f\xe0\xae\xbf  https://t.co/2dqfqpyJRo #caa #westbe\xe2\x80\xa6'
"b'RT @PandaJay: Really, #UNHRC ?\nNo court intervention agnst #China (repression/torture in Tibet &amp; Xinjiang), #Iran (torture/killings of pol\xe2\x80\xa6'"
b'RT @BritIndianVoice: #DelhiRiotTruth : Muslim school terrace is used to target #Hindus with Bricks \xf0\x9f\xa7\xb1 and Petrol Bombs. Who did this  #AntiH\xe2\x80\xa6'
b'RT @jagatnewsweb: \xe0\xa4\xaf\xe0\xa5\x8b\xe0\xa4\x97\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\x86\xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6 30 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xa8 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa4\xb0 \xe0\xa4\x9c\xe0\xa4\xae\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\x97\xe0\xa5\x80 \xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\x95\xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb6\xe0\xa4\xbf\xe0\xa5\xa4\n#CAA \nhttps://t.co/VqjruKS0tF'
